,cellId,sensorID,streetName,sensorCoordX,sensorCoordY,sensorType,unitMeasure,timeInstant,value
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-02 23:00:00,255.4
0,6660,17127,Milano - viale Marche,9.190933555313624,45.496316443651025,Benzene,µg/m³,2013-11-03 00:00:00,2.4
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 00:00:00,79.8
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 00:00:00,96.1
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 00:00:00,1.4
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 00:00:00,2.4
0,5644,6062,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,Benzene,µg/m³,2013-11-03 00:00:00,1.2
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 00:00:00,205.1
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 00:00:00,375.1
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 01:00:00,79.8
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 01:00:00,84.2
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 01:00:00,1.4
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 01:00:00,1.7
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 01:00:00,211.4
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 01:00:00,302.0
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 02:00:00,73.4
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 02:00:00,78.3
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 02:00:00,1.4
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 02:00:00,1.6
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 02:00:00,186.4
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 02:00:00,280.1
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 03:00:00,66.1
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 03:00:00,62.1
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 03:00:00,1.6
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 03:00:00,1.5
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 03:00:00,171.3
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 03:00:00,216.4
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 04:00:00,54.5
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 04:00:00,51.7
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 04:00:00,1.5
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 04:00:00,1.5
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 04:00:00,184.1
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 04:00:00,172.8
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 05:00:00,54.6
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 05:00:00,44.3
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 05:00:00,1.6
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 05:00:00,1.4
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 05:00:00,192.9
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 05:00:00,150.7
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 06:00:00,57.9
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 06:00:00,45.6
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 06:00:00,1.9
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 06:00:00,1.4
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 06:00:00,247.8
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 06:00:00,185.8
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 07:00:00,68.3
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 07:00:00,60.2
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 07:00:00,1.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 07:00:00,1.6
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 07:00:00,311.6
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 07:00:00,363.8
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 08:00:00,77.6
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 08:00:00,65.6
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 08:00:00,1.9
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 08:00:00,1.6
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 08:00:00,361.0
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 08:00:00,316.9
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 09:00:00,93.7
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 09:00:00,76.1
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 09:00:00,2.0
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 09:00:00,1.8
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 09:00:00,419.2
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 09:00:00,390.4
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 10:00:00,86.6
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 10:00:00,90.6
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 10:00:00,1.5
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 10:00:00,1.9
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 10:00:00,299.0
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 10:00:00,441.3
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 11:00:00,79.6
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 11:00:00,95.9
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 11:00:00,1.2
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 11:00:00,1.9
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 11:00:00,232.4
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 11:00:00,413.8
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 12:00:00,82.6
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 12:00:00,79.6
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 12:00:00,1.3
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 12:00:00,1.4
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 12:00:00,252.7
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 12:00:00,257.9
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 13:00:00,75.0
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 13:00:00,74.4
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 13:00:00,1.1
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 13:00:00,1.4
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 13:00:00,194.0
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 13:00:00,216.6
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 14:00:00,76.4
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 14:00:00,75.0
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 14:00:00,1.1
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 14:00:00,1.2
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 14:00:00,156.7
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 14:00:00,174.7
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 15:00:00,70.4
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 15:00:00,48.7
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 15:00:00,0.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 15:00:00,0.9
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 15:00:00,107.7
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 15:00:00,82.4
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 16:00:00,56.1
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 16:00:00,37.0
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 16:00:00,0.7
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 16:00:00,0.8
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 16:00:00,78.1
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 16:00:00,56.3
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 17:00:00,29.4
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 17:00:00,42.2
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 17:00:00,0.5
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 17:00:00,0.8
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 17:00:00,32.7
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 17:00:00,64.8
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 18:00:00,32.6
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 18:00:00,59.7
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 18:00:00,0.6
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 18:00:00,0.9
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 18:00:00,34.3
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 18:00:00,89.0
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 19:00:00,43.8
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 19:00:00,75.4
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 19:00:00,0.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 19:00:00,1.2
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 19:00:00,49.3
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 19:00:00,115.4
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 20:00:00,83.3
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 20:00:00,77.0
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 20:00:00,1.1
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 20:00:00,1.0
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 20:00:00,140.0
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 20:00:00,105.2
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 21:00:00,83.2
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 21:00:00,77.3
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 21:00:00,1.2
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 21:00:00,1.0
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 21:00:00,148.4
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 21:00:00,110.0
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 22:00:00,65.5
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 22:00:00,71.1
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 22:00:00,1.1
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 22:00:00,1.0
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 22:00:00,126.3
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 22:00:00,102.5
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-11-03 23:00:00,52.7
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-11-03 23:00:00,59.1
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-11-03 23:00:00,1.0
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-11-03 23:00:00,1.0
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-11-03 23:00:00,81.8
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-11-03 23:00:00,84.0
0,6660,17127,Milano - viale Marche,9.190933555313624,45.496316443651025,Benzene,µg/m³,2013-12-03 00:00:00,1.7
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 00:00:00,49.3
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 00:00:00,53.5
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 00:00:00,0.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 00:00:00,1.0
0,5644,6062,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,Benzene,µg/m³,2013-12-03 00:00:00,0.6
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 00:00:00,68.4
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 00:00:00,71.4
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 01:00:00,52.8
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 01:00:00,52.7
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 01:00:00,0.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 01:00:00,1.0
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 01:00:00,73.7
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 01:00:00,69.6
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 02:00:00,53.7
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 02:00:00,37.6
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 02:00:00,0.9
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 02:00:00,0.8
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 02:00:00,75.8
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 02:00:00,48.4
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 03:00:00,51.1
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 03:00:00,39.4
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 03:00:00,0.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 03:00:00,0.8
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 03:00:00,66.1
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 03:00:00,50.2
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 04:00:00,53.4
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 04:00:00,44.3
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 04:00:00,0.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 04:00:00,0.9
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 04:00:00,72.8
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 04:00:00,59.0
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 05:00:00,51.6
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 05:00:00,51.5
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 05:00:00,0.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 05:00:00,0.9
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 05:00:00,79.3
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 05:00:00,65.9
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 06:00:00,51.8
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 06:00:00,51.9
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 06:00:00,0.9
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 06:00:00,0.9
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 06:00:00,98.5
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 06:00:00,72.4
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 07:00:00,62.0
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 07:00:00,64.8
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 07:00:00,0.8
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 07:00:00,0.9
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 07:00:00,126.8
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 07:00:00,131.3
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 08:00:00,69.8
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 08:00:00,84.8
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 08:00:00,1.0
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 08:00:00,1.0
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 08:00:00,164.0
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 08:00:00,208.3
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 09:00:00,75.7
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 09:00:00,86.4
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 09:00:00,1.1
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 09:00:00,1.2
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 09:00:00,200.3
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 09:00:00,205.8
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 10:00:00,74.4
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 10:00:00,88.4
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 10:00:00,1.1
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 10:00:00,1.0
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 10:00:00,196.7
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 10:00:00,190.6
0,6660,5504,Milano - viale Marche,9.190933555313624,45.496316443651025,NO2,µg/m³,2013-12-03 11:00:00,63.2
0,5644,5506,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO2,µg/m³,2013-12-03 11:00:00,70.1
0,6660,5827,Milano - viale Marche,9.190933555313624,45.496316443651025,CO,mg/m³,2013-12-03 11:00:00,0.9
0,5644,5841,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,CO,mg/m³,2013-12-03 11:00:00,1.0
0,6660,6328,Milano - viale Marche,9.190933555313624,45.496316443651025,NO,µg/m³,2013-12-03 11:00:00,151.1
0,5644,6372,Milano - P.zza  Zavattari,9.141786267186658,45.476063405097904,NO,µg/m³,2013-12-03 11:00:00,136.5
