,week,weekday,hour,CellID,countrycode,smsin,smsout,callin,callout,internet,idx
155568,45,1,14,5570,5208,293.112711033576,186.68371849039272,256.03370007555924,262.85058800715274,2762.66538123798,7598
155642,45,1,14,5644,12124,232.27162099828695,84.02103915294174,182.30949943785578,218.53731871211113,2301.2039585747766,7598
156370,45,1,14,6372,26773,371.70648003780207,91.75751826611659,271.49441619655204,342.4525368377013,2848.879713147069,7598
156375,45,1,14,6377,6334,93.71945547381834,46.691053567379925,68.477411807677,78.49848588356913,1528.8140720231281,7598
156559,45,1,14,6561,6915,235.81847468376935,74.30948844239067,176.46891066057262,201.5881002500091,2136.977427248645,7598
165457,45,1,15,5459,7932,536.9239283573343,322.8974406294527,408.13648986168135,406.1521891613095,5837.061270602291,7599
165568,45,1,15,5570,5837,300.2259958249061,178.91247222342457,259.4351972868259,273.89009576870814,2499.5871585087616,7599
165642,45,1,15,5644,4927,230.29432811758625,96.6897350973838,221.48862835444677,251.56485017798832,2485.481884296395,7599
166370,45,1,15,6372,14718,303.24332136500624,100.91418313821566,275.92647998564576,328.9991463029257,2918.5035998243206,7599
166375,45,1,15,6377,103463,93.286398459619,46.30249477234275,80.53009540911472,83.37837168233554,1491.9208405744587,7599
166559,45,1,15,6561,5875,169.23530920219727,85.66143354266605,173.7435872046448,204.62928915323874,1931.577764276548,7599
175457,45,1,16,5459,98629,491.7176291016287,268.6353687993257,355.86580647058463,386.07221038460585,4671.179727991487,7600
175568,45,1,16,5570,6936,329.18936074975375,206.09421838380587,262.68319462090284,275.4235372262531,2499.514514154252,7600
175642,45,1,16,5644,8133,267.07974818492755,128.4630843868225,226.15198345794633,250.967354982707,2376.4226215166705,7600
176370,45,1,16,6372,10423,279.4575467173749,98.15312232272083,243.4262465759855,283.56924081471743,2718.965448496725,7600
176375,45,1,16,6377,6780,117.17682035525137,61.27400229941051,86.54302251345972,96.14595460178164,1519.215094646596,7600
176559,45,1,16,6561,4811,180.40983191710467,164.76659753533644,207.99538825477535,217.64183187266534,2382.6636737013073,7600
185457,45,1,17,5459,8254,315.20200050210195,216.3924287864121,325.54513521692235,377.5202692788801,3666.2973770479293,7601
185568,45,1,17,5570,8579,275.46139837280657,177.88040041472414,307.30066787373363,279.46377956045296,2637.099882825246,7601
185642,45,1,17,5644,5938,208.11910338660414,114.24001679060179,201.92617724246105,205.26786492602596,2341.3668191368306,7601
186370,45,1,17,6372,9938,170.05491449485322,73.32998193402935,232.83356390671324,315.75174388414166,2945.9477464377587,7601
186375,45,1,17,6377,4523,103.85504237273312,56.003543180944064,89.30553310727157,99.50204927690648,1709.8205647577404,7601
186559,45,1,17,6561,3201,166.96281249697282,154.40358444753977,146.64490365257234,185.72840692813728,2100.9085693538764,7601
195457,45,1,18,5459,8538,318.3319992999027,172.60708265011706,259.82883796432856,270.83368983977994,3448.3505764641204,7602
195568,45,1,18,5570,4324,277.8862892296016,157.1157991556027,214.01656163161735,221.34706368217007,2711.304017427823,7602
195642,45,1,18,5644,26287,213.2362691720502,96.39357835739024,161.45539096495213,184.09697745543937,2470.633733228282,7602
196370,45,1,18,6372,11052,299.13695005171536,103.15611585283565,189.71463590558574,224.9550801077765,2693.2382264753796,7602
196375,45,1,18,6377,9535,117.90866695417753,54.013286047107734,79.34414487968202,84.02815133951049,1562.1655485931135,7602
196559,45,1,18,6561,2580,171.59142589525138,99.44312941986274,113.53052310905336,173.17583362609128,2085.7947016485723,7602
205457,45,1,19,5459,5296,226.54803391172,170.66899180566375,129.93208244155494,173.6399613479519,3007.826788483233,7603
205568,45,1,19,5570,93231,234.86462436443603,179.30343143955454,136.28538380324,161.2394695450662,2387.322876333923,7603
205642,45,1,19,5644,45109,178.2884422099596,143.20017657975382,130.2796680989348,130.79938365000962,2346.4221227080902,7603
206370,45,1,19,6372,8357,267.166870910126,109.2097453723338,168.1949408123945,210.51703785177088,2941.7142538572857,7603
206375,45,1,19,6377,1843,83.46486026226256,40.597833551523486,52.50088618349855,59.92382461216762,1478.241397025352,7603
206559,45,1,19,6561,2959,133.49198698886613,95.20695687182084,95.54978714234402,105.32287539958408,1960.2430556758434,7603
215457,45,1,20,5459,6782,179.67810777739214,140.12310868296706,66.97145333723807,118.31605501072158,3026.2878281822846,7604
215568,45,1,20,5570,4799,204.1918567198602,197.27370053397496,90.34467351967604,105.6137201096772,2225.0488532274694,7604
215642,45,1,20,5644,4859,172.81897334106085,92.31066910844147,70.39427957032854,98.56154966843994,2453.7239554844923,7604
216370,45,1,20,6372,11604,246.26114863406013,92.44973237068206,99.2356912880094,152.73546466933774,3321.22756646675,7604
216375,45,1,20,6377,4027,82.66209183798536,53.28589623439548,34.14396876127302,33.43881306491965,1549.7183081091787,7604
216559,45,1,20,6561,2942,95.94214272007221,84.48375301274436,54.28389874957644,54.42610773737939,2080.496456771845,7604
225457,45,1,21,5459,5092,172.29423135657316,121.60458091692317,65.8384294151525,85.93121852172068,2756.548298821349,7605
225568,45,1,21,5570,3779,190.0166725686014,160.85394859172345,50.20195577424711,43.18082400772539,2666.3774491502218,7605
225642,45,1,21,5644,6418,126.36873747385715,90.32756045872014,39.998475555236,44.78329284147229,2114.931950042096,7605
226370,45,1,21,6372,5256,149.12804853855638,77.46184236196297,62.76207879914175,87.82508854078475,3109.9698876216785,7605
226375,45,1,21,6377,2599,66.58911680515261,40.660177984228994,17.420023119601762,20.710673338015393,1358.0908102863966,7605
226559,45,1,21,6561,1361,122.9734541758344,71.57088157647793,33.91114904463457,47.3631719772255,1789.962062767359,7605
235457,45,1,22,5459,92484,89.81087893537466,98.45494365798645,31.08456925953136,36.484097289492624,2208.5641939594507,7606
235568,45,1,22,5570,1245,111.37332502881151,125.41314366023843,26.83531925889403,30.266844378886944,2847.3176615578104,7606
235642,45,1,22,5644,3004,65.96049771606627,50.83686336832831,24.480037818342335,31.430979293649745,1896.0031671261586,7606
236370,45,1,22,6372,3828,103.08913883999001,60.02034637282779,48.62836881036797,54.125886671321034,2759.6971843771635,7606
236375,45,1,22,6377,3388,44.528416182439386,29.87118659673952,9.862492690048224,11.656398939455121,1198.7076340439141,7606
236559,45,1,22,6561,696,68.7026293176819,36.84175165099646,31.631972824389255,25.49182779671457,1872.0524315540843,7606
5458,45,1,23,5459,1697,62.495441523487365,69.77333636057772,11.555936465313078,23.432152872160014,1895.5342506410655,7607
5569,45,1,23,5570,1229,54.8859323174124,93.7124862264524,5.060217569176189,25.241584057865953,2012.5233700531357,7607
5643,45,1,23,5644,2615,35.88547255367113,24.812291678738905,13.23057766384301,15.599687327627729,1511.4424320061607,7607
6371,45,1,23,6372,4740,58.560026538375595,45.261064202918064,24.76342167839568,59.13023543703906,2543.829949146985,7607
6376,45,1,23,6377,2450,15.088135536775514,9.646183236761136,5.245728475405264,5.246218485610461,896.263969917727,7607
6560,45,1,23,6561,2106,30.76830908849237,18.580954388847275,11.613815382578522,10.715897333331512,1254.8517897813529,7607
15458,45,2,0,5459,3027,19.92186662376585,33.739387092017644,4.966089574592863,3.362341188323623,1436.4423190148416,7608
15569,45,2,0,5570,1937,47.33391352469593,56.57169216928908,5.611249122097196,4.915307138766931,1597.8131264311567,7608
15643,45,2,0,5644,1315,11.232273165394588,9.044491645496725,3.636841772642987,2.871223253788617,1180.6572499595784,7608
16371,45,2,0,6372,1071,21.633980095979425,14.536965697518145,8.973113403144454,11.673300158160156,2078.502057462985,7608
16376,45,2,0,6377,280,5.127677573043869,2.592463881429913,0.7875000198694857,1.6623282660605039,717.1598779521828,7608
16560,45,2,0,6561,320,15.056738034758522,5.240589691825148,4.439194210105769,10.683299989685409,1082.6117507435524,7608
25458,45,2,1,5459,480,6.132032298865687,32.52689894766732,2.780204924958221,3.3658825070640206,1194.4326261900537,7609
25569,45,2,1,5570,465,10.957872453084237,18.022360137483663,1.623845784583258,2.999202623828661,1426.7858052458646,7609
25643,45,2,1,5644,1019,10.775800871867377,3.8008188875583087,3.692596751833408,3.6218672509904657,916.0713458308268,7609
26371,45,2,1,6372,1648,9.763226912122805,27.938429061670423,0.8635076466425088,4.432515697020648,1830.7211171361623,7609
26376,45,2,1,6377,1454,6.804087067225646,0.29427719864899465,0.6666641682133223,0.29427719864899465,648.3682877700714,7609
26560,45,2,1,6561,847,12.635147606388774,2.720352125215675,1.5993529378811022,3.2148897833257584,941.0953683517902,7609
35458,45,2,2,5459,358,4.234738818728683,29.450695465648888,2.030169589423664,1.4019273034132231,1040.6175498653633,7610
35569,45,2,2,5570,542,9.206402451609232,22.56509840519268,2.686964343616349,3.2479600656892247,1344.5479861503054,7610
35643,45,2,2,5644,784,8.218595591724755,2.3762944353980853,2.7288082455151073,0.9895280728757592,879.7930984816122,7610
36371,45,2,2,6372,3195,9.100680751803464,3.3564439226803775,4.176204051569238,4.413647087116182,1668.6522638303697,7610
36376,45,2,2,6377,633,1.1772483549262456,1.1692450051702798,0.12991611168558667,0.0,603.5933742270452,7610
36560,45,2,2,6561,578,12.082213512100077,0.6289123815471643,2.7022286308396617,1.577787385759829,975.8494888103688,7610
45457,45,2,3,5459,1193,2.432516573988623,26.93039823360088,4.652543569033515,0.7745030099076777,1002.473029375857,7611
45568,45,2,3,5570,757,7.389755876362328,26.630294258848814,0.08490505712278043,0.43997781365497013,1302.572519384347,7611
45642,45,2,3,5644,1104,5.700153253084522,0.7886675449317936,2.129271150724256,2.697989337221797,781.8041586582192,7611
46370,45,2,3,6372,2578,6.288605531894479,5.171259910569115,1.9685965805757752,4.1482538099612185,1587.550853857075,7611
46375,45,2,3,6377,1153,1.7656631918939678,0.5483223001893572,0.49900994305130186,0.1092616079945419,579.1427537620264,7611
46559,45,2,3,6561,1262,4.843741920958986,0.0008515390142727325,0.714752372720036,0.08626576068000805,860.2328277757482,7611
55456,45,2,4,5459,4133,8.24819124642691,27.134983802704344,3.9040752278648156,7.674205487973925,969.6454191851143,7612
55567,45,2,4,5570,878,7.65920456584306,22.735755899591076,1.0577024259218908,2.3472271680314485,1214.7039147620421,7612
55641,45,2,4,5644,1990,7.5601589411007035,2.1858936426972306,1.7220286259134912,5.812531225367567,808.7832118552474,7612
56369,45,2,4,6372,6437,13.426565431733497,3.383165457365523,1.8127717003580421,7.874830128455496,1517.6803897388274,7612
56374,45,2,4,6377,361,1.8199708037509281,1.641673762369459,1.3347454097853855,0.8819001685048111,547.7954801221532,7612
56558,45,2,4,6561,402,7.446383587160672,7.867429079784694,11.388648825105593,2.017298423508631,812.1756340483491,7612
65456,45,2,5,5459,2469,12.916019448750495,33.88695112486296,4.043897799352418,8.588464420736116,1126.2764569990354,7613
65567,45,2,5,5570,2462,19.582546639419654,32.772153912564846,7.390520594791607,8.903416312767796,1429.1562735353868,7613
65641,45,2,5,5644,3827,18.90959335524369,8.276693286627676,11.463994430446704,16.145590301962777,1128.4795973649736,7613
66369,45,2,5,6372,5581,14.105819441965757,6.497526435480472,4.682271581505612,16.06819234506131,1588.8679785838779,7613
66374,45,2,5,6377,1516,8.113587247343323,3.2440664982020744,3.1715932980656687,3.6390802590895874,631.5560465830451,7613
66558,45,2,5,6561,756,20.21089184446825,5.134808188523089,18.620420360341527,10.939828757781438,1178.0205618221894,7613
75456,45,2,6,5459,4884,73.21934622956732,69.28231976613557,31.755361800467067,45.56052266729265,1537.374785098263,7614
75567,45,2,6,5570,2756,102.37269090692166,76.92043822661515,67.41398016010872,60.45649307549601,2259.777124155234,7614
75641,45,2,6,5644,5252,105.50418386375944,74.1898991797716,57.14467585634102,72.62608574569043,1834.816575380257,7614
76369,45,2,6,6372,11267,96.09330655112714,51.6649346287949,51.0491316222848,62.075181176395006,1958.630987021982,7614
76374,45,2,6,6377,3091,33.47945265352495,19.368189641055952,14.42761081864876,17.639090746520253,1024.5674685517029,7614
76558,45,2,6,6561,1290,90.93442445562154,55.1149218090041,42.37639775199579,53.1247144832884,2256.806243304805,7614
85456,45,2,7,5459,6830,263.10708456369326,116.87564050642335,121.23104777123046,159.7228053379596,2565.21770900803,7615
85567,45,2,7,5570,6255,297.1539823559827,159.71586452932894,166.19431094622155,148.46961861142645,3059.3314493522253,7615
85641,45,2,7,5644,8903,297.88321743253357,131.67668768949076,130.80072997969643,164.18070226725465,3294.9612194918545,7615
86369,45,2,7,6372,15969,274.1509562332449,77.53619276058586,135.45169925646545,161.66198974802433,2298.197886207368,7615
86374,45,2,7,6377,5192,97.98417466449476,45.26370561717226,40.71413477419282,43.981470438419045,1392.857301919748,7615
86558,45,2,7,6561,4320,237.56643228912756,93.04395205423529,135.9350732060393,130.48250151909858,2521.321436806281,7615
95456,45,2,8,5459,6772,530.7414556410167,298.99041421523503,331.9580284908725,347.79264340900767,4317.1286863924415,7616
95567,45,2,8,5570,8887,322.7544181146291,234.8758043730515,219.1870813183775,235.20480913319687,3216.7336236559518,7616
95641,45,2,8,5644,9421,329.928027359402,104.17656189705545,206.61825716932344,208.54284997137137,3381.6589764664022,7616
96369,45,2,8,6372,9016,407.112912355604,78.33768260283804,251.2993769729032,241.54644292407417,2482.297342992244,7616
96374,45,2,8,6377,3229,86.7356030466066,41.57774631861298,56.71439890144583,67.79595042012845,1444.7184161865457,7616
96558,45,2,8,6561,8581,256.2553802751414,108.85700764540115,167.62071421455846,161.2329189774985,2756.463017139652,7616
105456,45,2,9,5459,9262,623.5016875570878,283.06096509122574,416.37981983217435,431.56468776086825,5142.720656569257,7617
105567,45,2,9,5570,6617,307.24342885750127,170.65104693159643,254.3605342412858,261.5414641411561,3306.48975331275,7617
105641,45,2,9,5644,10416,308.81291359839923,124.28248221194102,229.49668729164893,263.2633800043789,3890.011791094434,7617
106369,45,2,9,6372,10399,426.4954391206867,111.83392678730311,259.152874740862,308.54955357687317,2936.4356818753613,7617
106374,45,2,9,6377,4027,104.81149641542697,40.69784397381237,69.02615590861386,70.39976005621847,1477.7843531460767,7617
106558,45,2,9,6561,5545,242.6656412775315,82.33920380353263,185.34405641934023,183.27724433987802,2664.7276150934895,7617
115456,45,2,10,5459,7497,628.092297896334,370.70597258435174,446.6296395311324,389.59052635983795,6290.428458729347,7618
115567,45,2,10,5570,8410,271.56103409627815,118.465295520159,234.26759764662586,244.31683864381174,2755.998791173173,7618
115641,45,2,10,5644,9353,310.8286176856401,181.53940584639005,247.94541578467502,272.45196367895227,3886.171903463348,7618
116369,45,2,10,6372,10349,404.7916217633735,93.13512275086059,256.1018411076672,310.65999927726693,2970.6669369017313,7618
116374,45,2,10,6377,2759,84.33147063938249,35.20760387679237,62.20243908242139,79.22028704412487,1526.1414330161638,7618
116558,45,2,10,6561,4004,238.98717967688867,128.81156073604808,175.00002164507993,220.08150978346626,2700.0909585652566,7618
125456,45,2,11,5459,9116,650.8671103942946,372.83777592536813,438.51806928032573,444.5380968571002,6292.298689428237,7619
125567,45,2,11,5570,6365,313.4659190579238,157.70467512899873,209.6951753885469,255.1708594496444,2893.530521843748,7619
125641,45,2,11,5644,7440,340.8324611726468,155.3954377527286,225.91800452820513,297.7550770739514,3637.413540426905,7619
126369,45,2,11,6372,13819,401.36948543704284,173.01864468390517,248.8042966743917,250.14980568442093,3278.6083012212753,7619
126374,45,2,11,6377,4839,102.96517416632176,42.60008193054286,76.19948922204031,82.05980263415175,1550.9698141749398,7619
126558,45,2,11,6561,5426,221.3873868827974,109.8474841822399,177.4256732627182,202.74175410632355,2461.249963807352,7619
135456,45,2,12,5459,9796,605.0275174563978,311.95931466443636,363.91621776385955,396.1399620282116,6644.404726007914,7620
135567,45,2,12,5570,7683,327.7620912735042,191.00206668176264,243.02285732577917,224.74029773925406,2792.127530465515,7620
135641,45,2,12,5644,9954,265.188599239265,149.3553315349911,206.62531380068063,228.1069091319223,3148.4032178162515,7620
136369,45,2,12,6372,10497,304.4809937278939,147.28038316671328,228.4749470813096,267.66667577773273,2970.242511894996,7620
136374,45,2,12,6377,4491,89.10413207944524,40.571847863548015,70.7708864956198,71.85748753295864,1561.6498699644053,7620
136558,45,2,12,6561,5380,202.45078342338712,70.40454956651351,163.87926487668696,181.80377651002888,2323.2740708613646,7620
145456,45,2,13,5459,11121,571.4814502553359,327.82167818806465,411.5161415412923,446.86421161097036,7521.071755189042,7621
145567,45,2,13,5570,3441,321.29194852467293,178.41565624720445,213.78084593660196,251.8600207094866,2731.051753632281,7621
145641,45,2,13,5644,4869,288.9041351884114,130.22295227019384,187.35199078538716,215.86956332714885,2835.486968091922,7621
146369,45,2,13,6372,11004,338.2088926092101,146.5071229875597,250.42486487317126,290.8839776989256,3167.148550782479,7621
146374,45,2,13,6377,100746,90.46450862790304,31.98202086311643,68.952656459382,77.86147140792009,1709.057393086987,7621
146558,45,2,13,6561,3342,268.2019616862679,121.77633041050848,162.60925926850933,200.3622488209972,2092.252680585948,7621
155456,45,2,14,5459,7729,560.642089768601,292.1061972312194,370.7620924016099,361.13151064489216,5799.349697802734,7622
155567,45,2,14,5570,9820,250.43478114751844,195.47797848169182,216.77909615084792,214.44566771165748,2664.083282976273,7622
155641,45,2,14,5644,7362,227.78230701501647,78.30385253295144,213.54080056477608,221.99515013017208,2497.9086096514457,7622
156369,45,2,14,6372,11662,353.87368185810357,79.35129329943834,280.2819715737638,324.35021271903156,3304.7697967012477,7622
156374,45,2,14,6377,6893,107.44958549660217,48.17087494411032,83.40514466291634,92.12918054672456,1490.2998019356262,7622
156558,45,2,14,6561,4475,177.78041584316765,76.33603231371694,183.58624282278674,191.7042186864188,2148.4585266796626,7622
165456,45,2,15,5459,9518,473.2851642215883,259.89722138886304,373.6368577376553,374.4678326663319,5121.719386305141,7623
165567,45,2,15,5570,6284,271.1063366777318,152.4348322878399,235.33508509807126,244.38504240751212,2459.3066141364375,7623
165641,45,2,15,5644,8741,288.4420472831364,129.91008816775468,217.72526413372208,221.35935560735584,2346.746623389716,7623
166369,45,2,15,6372,11273,398.6528509218075,106.9923134870329,270.45764888996973,308.66977643877306,2974.5319874844467,7623
166374,45,2,15,6377,5339,122.48377168277679,51.25956454666764,87.08711883257907,102.71097612702897,1467.40846511641,7623
166558,45,2,15,6561,3635,225.14528800561752,71.61356808049666,173.7925725890492,201.13539430096128,2287.9820756747563,7623
175456,45,2,16,5459,8478,379.9599256721281,232.8842184953879,393.7319090293542,356.0131143853911,4469.216840739187,7624
175567,45,2,16,5570,2923,262.7774233375523,144.48523718941706,237.84907446671386,257.58074567564563,2381.8269924870287,7624
175641,45,2,16,5644,6709,232.84369264802842,115.2671556158116,233.36635957526786,238.6027478787905,2310.3653294620985,7624
176369,45,2,16,6372,12684,286.77176698340156,77.78280727536104,279.9883501271746,292.5389599734157,3001.1495291773413,7624
176374,45,2,16,6377,4094,106.58591183137189,49.886838245998774,89.09846758664546,97.34544212305912,1577.9996452759626,7624
176558,45,2,16,6561,6849,174.5784322749458,69.31065201056339,191.4824485375002,200.97562234930868,2044.8676819502643,7624
185456,45,2,17,5459,7660,356.455834057085,262.81933176422365,299.1489597579803,292.36901828309925,3950.259313883807,7625
185567,45,2,17,5570,3925,218.4368892098705,185.40139737382083,236.1352054610452,248.71140076991105,2485.052704378377,7625
185641,45,2,17,5644,8058,180.17870672385482,149.68957780293096,207.20782637783313,193.71589571810833,1967.7569553841809,7625
186369,45,2,17,6372,12018,211.30574412875396,83.68849968109227,247.0736872802371,324.7916209256686,3012.4509607511213,7625
186374,45,2,17,6377,9576,107.33899734129399,72.99733099893774,100.780405837254,109.1274335333074,1586.3486360180211,7625
186558,45,2,17,6561,3964,147.1781590499005,93.95740076071105,151.9148101199131,211.80845740861375,2132.470810632256,7625
195456,45,2,18,5459,9174,326.97424203952016,173.35013499936437,214.19506189132304,271.1695952219813,3186.5851477869414,7626
195567,45,2,18,5570,4331,246.1643100240779,160.5955031663964,215.30299871895645,210.13585510889817,2415.931583560653,7626
195641,45,2,18,5644,11175,185.30122002781326,84.0758127318236,164.40082432556798,217.04890700659143,2366.480150319565,7626
196369,45,2,18,6372,8347,259.8313057941883,78.09897389677221,207.05238065813492,286.2728123087934,2972.901589389735,7626
196374,45,2,18,6377,4293,110.69488421276384,59.79392759191514,79.54698355480777,82.80679685978691,1524.16470994173,7626
196558,45,2,18,6561,5974,197.11685271909212,102.62794166513957,128.05546395678095,170.90629227644396,1963.3118176951793,7626
205456,45,2,19,5459,10701,218.50025301010461,157.26369884183006,142.9216830804899,173.11444210514134,2997.091929080966,7627
205567,45,2,19,5570,4646,239.38079736298633,185.1223049286075,151.71581408016115,153.230901245439,2399.7572132993864,7627
205641,45,2,19,5644,6290,177.76987483162944,79.49614753539585,145.08119456314523,138.14035219461624,2241.832405882704,7627
206369,45,2,19,6372,13397,298.2172474336734,97.81788450979191,163.82073881384812,214.84312698725742,2787.4290608468164,7627
206374,45,2,19,6377,2635,99.31302969877534,50.91451098361307,53.9919687091637,59.14318976492188,1456.2173803867697,7627
206558,45,2,19,6561,7069,156.1177699858202,113.97890656829914,91.49318274875625,92.30323855291579,1944.797736568879,7627
215456,45,2,20,5459,19093,178.643584089779,127.20205227609293,78.73949350548929,86.72514288859874,2996.454419348426,7628
215567,45,2,20,5570,4618,180.78277182523306,240.86986485827651,95.73678730751963,91.74997965073834,2869.7861017784353,7628
215641,45,2,20,5644,1980,119.92332898257771,82.86798691566575,88.7793023581794,102.96438256087157,2169.624159068223,7628
216369,45,2,20,6372,5577,229.6587280296267,96.06969945505716,109.34307560778197,174.36216313702,3039.11909620093,7628
216374,45,2,20,6377,1346,75.62924133425376,46.06885694943151,30.46789710967497,32.51439952536063,1402.9342549951446,7628
216558,45,2,20,6561,2791,144.64181469993235,92.30117939606941,73.58870423807612,61.41683438502317,1778.345088876558,7628
225456,45,2,21,5459,7351,154.12038968611247,119.53771750076882,63.86439496774931,62.888941443922164,2994.8914264773416,7629
225567,45,2,21,5570,2592,189.25538553446378,253.65810006557535,50.39506212535961,66.15574016454929,2835.278646204272,7629
225641,45,2,21,5644,2849,102.35170358256914,58.519184536306994,41.40448175202325,31.481380490410142,2028.5321350196941,7629
226369,45,2,21,6372,9332,190.8858687512385,108.33902780463005,64.96861149514591,93.12656064296635,3271.820315422157,7629
226374,45,2,21,6377,825,67.62700923557074,51.03509101601131,15.999172387272658,18.323211774370098,1300.0575448328063,7629
226558,45,2,21,6561,1142,94.52081048078468,44.26099615548702,25.79593543894805,40.32391815183033,1959.215364681564,7629
235456,45,2,22,5459,3990,91.35745242263522,79.72775190660617,37.67157788517292,46.03948533127384,2399.797871596603,7630
235567,45,2,22,5570,829,143.7711898758865,145.60481993056732,32.60730321249658,25.789948190082537,2517.5227578743134,7630
235641,45,2,22,5644,2826,152.87126482389738,81.46041804469229,30.5614701026446,40.50775799446964,1665.1826625915096,7630
236369,45,2,22,6372,3042,107.000348201604,51.611486293232076,48.61131788852397,57.20672516514327,2846.071063311643,7630
236374,45,2,22,6377,1449,38.74925621709269,22.958483407239513,15.561244575151138,13.184541251970343,1208.6534283827762,7630
236558,45,2,22,6561,1401,63.36214923833742,31.65446914518236,28.916834005441213,22.748406083477335,1909.4757470408365,7630
5458,45,2,23,5459,2403,58.45619815798157,62.97735661384433,24.006874038273843,34.81744907033428,1853.6386083892658,7631
5569,45,2,23,5570,932,55.08509073980914,91.24652388829814,9.737950532044339,17.222537227006523,2156.0550805562466,7631
5643,45,2,23,5644,2020,24.826769873801943,16.86155009916405,8.611445537006297,7.9485747978269545,1271.0227310814612,7631
6371,45,2,23,6372,4248,44.87834328985335,15.545930848483302,19.084553779538094,28.6785692663586,2051.424798226157,7631
6376,45,2,23,6377,2037,18.650045265656384,17.00154190151478,4.812976090368246,7.0355613004955355,912.7450038584624,7631
6560,45,2,23,6561,360,34.680841979968996,15.125842340425868,10.630380415441156,11.090824716938956,1311.828122743159,7631
15458,45,3,0,5459,1357,28.600759299245,48.166443371495674,7.934741273089229,10.352473870521239,1775.1624013429948,7632
15569,45,3,0,5570,744,25.011663995905494,35.62343877072487,2.8721977797584204,2.345757978897268,2261.2053888740365,7632
15643,45,3,0,5644,1806,8.908888420335199,4.777749179104626,3.2424489951782745,5.378069830198293,1096.9497925878154,7632
16371,45,3,0,6372,2191,25.46258086661215,13.020894869167462,8.030629445463084,9.385804257931316,1674.355423702918,7632
16376,45,3,0,6377,5191,5.823073637956403,4.014896813078657,1.0324648613804253,1.9713168792855909,792.6999357544794,7632
16560,45,3,0,6561,453,15.107452926357974,17.561711536064966,12.122188143619804,3.2422663017068025,1078.750030111171,7632
25458,45,3,1,5459,1196,9.86993262088789,27.63501863778844,0.6752400635034749,3.2365061933855497,1387.1590845375558,7633
25569,45,3,1,5570,536,13.367347930695342,52.193215812361174,1.5860181957600457,0.5281830022086217,1540.4198112379981,7633
25643,45,3,1,5644,630,2.6588137976639055,4.260514016860021,3.3761143088765486,6.53953418317896,943.6412619357301,7633
26371,45,3,1,6372,2296,13.30611514121121,6.996453907774421,1.7054153314314473,8.398992890437787,1703.248668959649,7633
26376,45,3,1,6377,589,4.595680805787767,5.75427570728409,0.41840618850377054,0.6322191929355009,733.5483151811802,7633
26560,45,3,1,6561,3527,15.491218469270194,3.0249230036119488,2.0261256780065264,6.0516328040108105,950.0046604077094,7633
35457,45,3,2,5459,349,7.196003064108346,28.318204492596557,0.35469545088579657,2.1042599990225788,1160.5152085136363,7634
35568,45,3,2,5570,500,6.088977207065237,46.20681693136785,0.5590575684359979,1.5380026750334521,1476.7572351442498,7634
35642,45,3,2,5644,766,2.498852671335485,2.834405548896581,1.9575462609395062,0.8883786703036167,840.1195656360131,7634
36370,45,3,2,6372,1564,9.53399874680175,0.7327953469499667,2.8983285351617676,2.438210678381414,1474.660348326368,7634
36375,45,3,2,6377,361,1.7866710686258218,0.5128063371390958,0.0,0.29427719864899465,648.1027046664738,7634
36559,45,3,2,6561,467,8.851264462815632,1.0562989787758368,1.9398599173265185,7.172637196660099,877.3061176518229,7634
45457,45,3,3,5459,308,5.3862850832653155,28.194346597594134,3.848200113496258,1.2287756350797465,1056.9740557568548,7635
45568,45,3,3,5570,1574,7.004242902775381,6.903830667656864,3.126650681662868,0.4945034739161004,1372.408032057127,7635
45642,45,3,3,5644,779,5.240747416428562,6.326169426494823,2.7063032133216676,0.0,768.4553174343934,7635
46370,45,3,3,6372,3290,12.544140083836758,2.58051966790651,4.399813783387517,14.248945277225232,1413.9495043562706,7635
46375,45,3,3,6377,391,0.554109422020168,0.38974833505676,0.25404510154036253,0.12991611168558667,606.1430420187565,7635
46559,45,3,3,6561,406,2.230839728037654,0.2674052858959223,0.0008515390142727326,2.7669772605861978,934.0587022728121,7635
55457,45,3,4,5459,1611,7.49536760987454,29.164919271308364,1.593083588794801,1.3731705285673663,1019.47952228707,7636
55568,45,3,4,5570,372,6.29038698317687,57.35608307227471,2.673029264278008,0.24537569749438998,1336.888109849339,7636
55642,45,3,4,5644,917,5.282238295674102,7.41211007325618,2.141540875829794,1.9879096691539033,796.8028177569354,7636
56370,45,3,4,6372,4204,15.781330001071979,2.8847947306132538,2.2121477510450367,12.848040185094607,1356.8261302232922,7636
56375,45,3,4,6377,1239,2.2052632020813814,0.3633067095349044,0.554109422020168,0.7794966701135199,564.5755062613002,7636
56559,45,3,4,6561,406,3.152521196331599,6.544150584620071,13.773691080032375,3.090826141773122,773.8967108673239,7636
65457,45,3,5,5459,886,17.133988758263815,30.327371245429028,3.262636200984549,7.288781281033199,1182.8941352825352,7637
65568,45,3,5,5570,3805,24.618583637748493,36.18638430062046,8.733332851458915,15.473588748259719,1513.0965301469344,7637
65642,45,3,5,5644,2539,29.159649923989303,16.669559373974682,8.536723152833138,15.151181458913454,1058.2463600160067,7637
66370,45,3,5,6372,5297,33.105826247398745,12.273833985515804,11.764998408689234,24.220785944498264,1503.1288800502828,7637
66375,45,3,5,6377,1448,5.777061446191959,2.6682119415888064,2.5337251786761334,4.054998897135249,616.3640406560403,7637
