,week,weekday,hour,minute,CellID,smsin,smsout,callin,callout,internet,idx,relativeHumidity,precipitation,temperature,windSpeed,CO,NO2,NO,Benzene
5120,49,4,21,10,5644,15.840640076415243,6.434629540413681,8.351176839035757,7.485394515285895,295.95202394336565,50095.0,47.666666666666664,0.0,8.483333333333333,1.388888888888889,0.9,80.96666666666667,104.4,0.35902777777777783
5126,49,4,21,20,5644,13.246616665250125,7.295535583366588,3.730606043496405,7.462532713976199,249.06149149186447,50096.0,46.333333333333336,0.0,8.366666666666667,1.3111111111111111,0.9,92.53333333333335,129.3,0.3555555555555556
5132,49,4,21,30,5644,16.64599216838493,9.084079495291652,6.93830893771641,7.786953308846232,226.95312746404326,50097.0,45.0,0.0,8.25,1.2333333333333334,0.9,104.10000000000001,154.2,0.3520833333333334
5138,49,4,21,40,5644,18.76784863614017,4.0500642951847805,8.2842922694411,5.079971901505785,260.32745183153725,50098.0,43.666666666666664,0.0,8.133333333333333,1.1555555555555557,0.9,115.66666666666669,179.10000000000002,0.3486111111111112
5144,49,4,21,50,5644,22.95285596364762,10.700298593266233,5.394379191726304,7.9911368649592855,249.81973619746918,50099.0,42.333333333333336,0.0,8.016666666666667,1.077777777777778,0.9,127.23333333333335,204.0,0.34513888888888894
5150,49,4,22,0,5644,12.251492421987207,6.818810786958318,3.2738687074762245,11.575113685350807,237.12887837621759,50100.0,41.0,0.0,7.9,1.0,0.9,138.8,228.9,0.34166666666666673
5156,49,4,22,10,5644,7.743568058948494,6.726378130102148,4.557206256474996,5.9127808792219385,251.434691391479,50101.0,40.5,0.0,8.016666666666667,0.9444444444444444,0.9,141.78333333333333,252.63333333333333,0.3381944444444445
5162,49,4,22,20,5644,10.803543898954084,4.927628910837318,6.648509961481791,4.202214463844276,215.60456065296958,50102.0,40.0,0.0,8.133333333333333,0.8888888888888888,0.9,144.76666666666668,276.3666666666667,0.3347222222222223
5168,49,4,22,30,5644,11.376856402435925,5.141401928572206,3.0286554126648224,3.6050712043435222,246.18242761181983,50103.0,39.5,0.0,8.25,0.8333333333333333,0.9,147.75,300.1,0.33125000000000004
5174,49,4,22,40,5644,21.183151285737146,2.536164405276249,3.3755941207642888,2.6305353973436034,214.71646459887626,50104.0,39.0,0.0,8.366666666666667,0.7777777777777778,0.9,150.73333333333332,323.83333333333337,0.32777777777777783
5180,49,4,22,50,5644,6.804306731179135,1.5748006138350858,2.9733945742759684,0.3422220095143177,238.00689625076745,50105.0,38.5,0.0,8.483333333333333,0.7222222222222222,0.9,153.71666666666667,347.56666666666666,0.3243055555555556
5186,49,4,23,0,5644,6.0489376196222455,3.770375995307632,2.160635955250147,3.2818199404253923,256.4413066996009,50106.0,38.0,0.0,8.6,0.6666666666666666,0.9,156.7,371.3,0.3208333333333334
5192,49,4,23,10,5644,3.0782415348984453,1.285959038322321,1.5876268904662916,2.053503334746192,199.74367767293842,50107.0,39.0,0.0,8.166666666666666,0.6777777777777777,0.9,137.26666666666665,317.7166666666667,0.3173611111111112
5198,49,4,23,20,5644,1.7583626944180175,1.2658719637965548,1.6255595585130898,3.5894958037898936,229.89511709345334,50108.0,40.0,0.0,7.733333333333333,0.6888888888888889,0.9,117.83333333333331,264.1333333333333,0.31388888888888894
5204,49,4,23,30,5644,1.024701836738847,1.0485839894304807,0.04308863339884829,1.961116184390968,274.9121556979485,50109.0,41.0,0.0,7.3,0.7,0.9,98.39999999999999,210.55,0.31041666666666673
5210,49,4,23,40,5644,10.827229492049355,7.700941699405787,0.3911037756832629,3.561854936345799,234.45127344177502,50110.0,42.0,0.0,6.866666666666666,0.711111111111111,0.9,78.96666666666665,156.96666666666667,0.3069444444444445
5216,49,4,23,50,5644,1.8371875172400685,2.441888100990373,1.1890068171342083,4.181416694938317,225.96756635820148,50111.0,43.0,0.0,6.433333333333334,0.7222222222222222,0.9,59.53333333333332,103.38333333333333,0.3034722222222223
5222,49,5,0,0,5644,0.9417591043051694,1.6770462152354104,1.1154982820061599,0.9111914378757004,249.1908978980188,50112.0,44.0,0.0,6.0,0.7333333333333333,0.9,40.1,49.8,0.3
5228,49,5,0,10,5644,0.09839049838843182,2.1873884134123527,0.8214643777279376,0.06367223460425699,250.4036282700635,50113.0,46.666666666666664,0.0,5.9,0.7611111111111111,0.9,39.083333333333336,48.166666666666664,0.30069444444444443
5234,49,5,0,20,5644,6.001171397758932,1.3679019601872489,0.07072950084294227,1.0943750334982372,228.08434523457169,50114.0,49.333333333333336,0.0,5.8,0.7888888888888889,0.9,38.06666666666667,46.53333333333333,0.3013888888888889
5240,49,5,0,30,5644,0.2360342918070533,0.39758036801870417,1.9134624801592304,1.1562099843380649,221.8552216450069,50115.0,52.0,0.0,5.7,0.8166666666666667,0.9,37.05,44.9,0.3020833333333333
5246,49,5,0,40,5644,3.086659688323313,1.3112229746994712,0.09971112537182317,0.9567312400796152,177.49088431533826,50116.0,54.666666666666664,0.0,5.6000000000000005,0.8444444444444444,0.9,36.03333333333333,43.266666666666666,0.30277777777777776
5252,49,5,0,50,5644,0.010291800602704348,0.0,0.18918694365574484,0.0,150.58603324429467,50117.0,57.33333333333333,0.0,5.5,0.8722222222222222,0.9,35.016666666666666,41.63333333333333,0.3034722222222222
5258,49,5,1,0,5644,1.8221316338875602,0.18918694365574484,0.8317561783306421,1.6152677579103856,147.76027180110938,50118.0,60.0,0.0,5.4,0.9,0.9,34.0,40.0,0.30416666666666664
5264,49,5,1,10,5644,2.9801966462133733,0.2991333761154695,0.0,0.03279683279614394,146.86032545668658,50119.0,61.166666666666664,0.0,5.133333333333334,0.8333333333333334,0.9,33.016666666666666,38.68333333333334,0.3048611111111111
5270,49,5,1,20,5644,2.5396777953741654,0.08615713669630103,0.07072950084294227,1.7781956178075529,140.15470176107516,50120.0,62.333333333333336,0.0,4.866666666666667,0.7666666666666667,0.9,32.03333333333333,37.36666666666667,0.3055555555555555
5276,49,5,1,30,5644,2.02076299546485,0.06559366559228788,0.7886675449317936,0.7886675449317936,141.73583564614222,50121.0,63.5,0.0,4.6,0.7,0.9,31.05,36.05,0.30624999999999997
5282,49,5,1,40,5644,1.1890068171342083,0.9567312400796152,0.0,0.0,134.76606886477452,50122.0,64.66666666666667,0.0,4.333333333333333,0.6333333333333333,0.9,30.066666666666666,34.733333333333334,0.3069444444444444
5288,49,5,1,50,5644,0.288898069027568,0.09971112537182317,0.0,0.9567312400796152,121.19296343621626,50123.0,65.83333333333333,0.0,4.066666666666666,0.5666666666666667,0.9,29.083333333333336,33.41666666666667,0.3076388888888889
5294,49,5,2,0,5644,0.7735476444570789,0.0,0.1305865271799362,0.0,127.9811155050295,50124.0,67.0,0.0,3.8,0.5,0.9,28.1,32.1,0.30833333333333335
5300,49,5,2,10,5644,1.6101319226597308,0.0,0.030875401808113045,0.0,112.06559371593077,50125.0,68.0,0.0,3.65,0.5444444444444444,0.9,26.433333333333334,30.233333333333334,0.3090277777777778
5306,49,5,2,20,5644,0.9567312400796152,0.0,0.0,1.0667341660541427,105.02424766069592,50126.0,69.0,0.0,3.5,0.5888888888888889,0.9,24.76666666666667,28.366666666666667,0.30972222222222223
5312,49,5,2,30,5644,2.1128847309028767,1.9134624801592304,0.0,0.0,112.64422656757941,50127.0,70.0,0.0,3.3499999999999996,0.6333333333333333,0.9,23.1,26.5,0.3104166666666667
5318,49,5,2,40,5644,0.020583601205408697,0.0,0.18918694365574484,0.1582273946240302,119.24344525080187,50128.0,71.0,0.0,3.1999999999999997,0.6777777777777777,0.9,21.433333333333334,24.633333333333333,0.3111111111111111
5324,49,5,2,50,5644,0.0,0.030875401808113045,0.0,0.0,96.20083203315471,50129.0,72.0,0.0,3.05,0.7222222222222221,0.9,19.766666666666666,22.766666666666666,0.31180555555555556
5330,49,5,3,0,5644,0.09646906740040093,0.020583601205408697,0.0,0.0,106.99478897532649,50130.0,73.0,0.0,2.9,0.7666666666666666,0.9,18.1,20.9,0.3125
5336,49,5,3,10,5644,0.21350912951221815,0.0,0.0,0.1994222507436464,101.23105828841149,50131.0,73.5,0.0,2.833333333333333,0.75,0.9,17.366666666666667,20.03333333333333,0.31319444444444444
5342,49,5,3,20,5644,2.685797002130396,0.0,0.010291800602704348,0.0,94.58823742744636,50132.0,74.0,0.0,2.7666666666666666,0.7333333333333333,0.9,16.633333333333333,19.166666666666664,0.3138888888888889
5348,49,5,3,30,5644,1.5773350898635872,0.7886675449317936,0.9038406923253192,0.0,103.29007172937365,50133.0,74.5,0.0,2.7,0.7166666666666666,0.9,15.9,18.299999999999997,0.3145833333333333
5354,49,5,3,40,5644,13.240983637461605,1.5876268904662916,0.11000292597452753,0.0,95.5203112072912,50134.0,75.0,0.0,2.6333333333333333,0.7,0.9,15.166666666666666,17.433333333333334,0.31527777777777777
5360,49,5,3,50,5644,1.8199024675208848,0.9089622715090254,0.8883786703036167,0.1994787442584492,90.16335044772751,50135.0,75.5,0.0,2.5666666666666664,0.6833333333333333,0.9,14.433333333333334,16.566666666666666,0.3159722222222222
5366,49,5,4,0,5644,0.03279683279614394,0.05338043400155264,0.0,0.03793266804679834,107.10677163038929,50136.0,76.0,0.0,2.5,0.6666666666666666,0.9,13.7,15.7,0.31666666666666665
5372,49,5,4,10,5644,0.9163616592946984,0.06559366559228788,0.0,0.288898069027568,94.39299547438014,50137.0,76.5,0.0,2.4333333333333336,0.6388888888888888,0.9,14.566666666666666,16.566666666666666,0.3173611111111111
5378,49,5,4,20,5644,2.4914675827916097,1.0152475093318225,0.09971112537182317,2.4090912681942287,83.87369291878714,50138.0,77.0,0.0,2.3666666666666667,0.611111111111111,0.9,15.433333333333332,17.433333333333334,0.31805555555555554
5384,49,5,4,30,5644,1.1434449075838342,0.20971405134635068,1.8830425784300304,1.2429268984382755,101.04816267484628,50139.0,77.5,0.0,2.3,0.5833333333333333,0.9,16.299999999999997,18.299999999999997,0.31875
5390,49,5,4,40,5644,1.3699888096649206,0.010291800602704348,0.0,0.1994222507436464,91.25656165908659,50140.0,78.0,0.0,2.2333333333333334,0.5555555555555556,0.9,17.166666666666664,19.166666666666664,0.3194444444444444
5396,49,5,4,50,5644,0.0,0.0,2.5340663299432027,1.5876268904662916,86.79727201516695,50141.0,78.5,0.0,2.166666666666667,0.5277777777777778,0.9,18.03333333333333,20.03333333333333,0.32013888888888886
5402,49,5,5,0,5644,2.4913151117291696,0.7989593455344979,1.7781956178075529,0.2547806092480327,104.20017600446842,50142.0,79.0,0.0,2.1,0.5,0.9,18.9,20.9,0.3208333333333333
5408,49,5,5,10,5644,1.5773350898635872,1.6204237232624354,1.5773350898635872,0.8883786703036167,115.04735979761637,50143.0,79.33333333333333,0.0,1.9666666666666668,0.5222222222222223,0.9,21.966666666666665,24.366666666666667,0.32152777777777775
5414,49,5,5,20,5644,3.957994641286109,0.8195429467399067,0.09971112537182317,1.004955708729118,90.31634132111229,50144.0,79.66666666666667,0.0,1.8333333333333335,0.5444444444444444,0.9,25.03333333333333,27.833333333333332,0.3222222222222222
5420,49,5,5,30,5644,10.617522776038005,2.6830783581494764,0.010291800602704348,2.702130025091024,115.1782635641982,50145.0,80.0,0.0,1.7000000000000002,0.5666666666666667,0.9,28.099999999999998,31.3,0.32291666666666663
5426,49,5,5,40,5644,1.4929753421870862,0.3723775883436791,1.944821035755055,0.14793559402132586,117.82458094937657,50146.0,80.33333333333333,0.0,1.5666666666666669,0.5888888888888889,0.9,31.166666666666664,34.766666666666666,0.32361111111111107
5432,49,5,5,50,5644,6.899403445208534,1.1083845222526718,4.491612590882709,2.4749926691651614,108.65223066735187,50147.0,80.66666666666667,0.0,1.4333333333333336,0.611111111111111,0.9,34.233333333333334,38.233333333333334,0.32430555555555557
5438,49,5,6,0,5644,0.8317561783306419,1.7799642212624538,0.4522814290036482,1.6708974883800087,146.43799131345205,50148.0,81.0,0.0,1.3,0.6333333333333333,0.9,37.3,41.7,0.325
5444,49,5,6,10,5644,3.12362747190569,0.08233440482163479,2.7831513265366707,3.0911726122228687,121.6279371060597,50149.0,81.5,0.0,1.4166666666666667,0.6555555555555556,0.9166666666666667,39.916666666666664,44.766666666666666,0.32569444444444445
5450,49,5,6,20,5644,0.9355509191729072,0.8317561783306419,0.04308863339884829,1.8905754748490242,136.50945674461562,50150.0,82.0,0.0,1.5333333333333334,0.6777777777777777,0.9333333333333333,42.53333333333333,47.833333333333336,0.3263888888888889
5456,49,5,6,30,5644,1.1691987302082414,1.0157030094107349,1.957006613636992,2.264594506590736,153.0251703615027,50151.0,82.5,0.0,1.65,0.7,0.95,45.15,50.900000000000006,0.32708333333333334
5462,49,5,6,40,5644,2.7365576061272794,1.4746063346755511,2.0291525854282586,2.1396604714424923,136.51566939789757,50152.0,83.0,0.0,1.7666666666666666,0.7222222222222222,0.9666666666666667,47.766666666666666,53.96666666666667,0.3277777777777778
5468,49,5,6,50,5644,12.3367939731988,0.5145564130083153,1.5607416651198578,4.869806195542344,128.11948337010782,50153.0,83.5,0.0,1.8833333333333333,0.7444444444444444,0.9833333333333334,50.38333333333333,57.03333333333333,0.3284722222222222
5474,49,5,7,0,5644,15.231406102391025,1.6529126093068038,6.393743565125855,5.994111034866195,160.49366128108508,50154.0,84.0,0.0,2.0,0.7666666666666666,1.0,53.0,60.1,0.32916666666666666
5480,49,5,7,10,5644,14.99634108466517,3.914853926347906,6.941080212160141,9.988840597189128,149.7690321597292,50155.0,84.16666666666667,0.0,1.9166666666666667,0.7611111111111111,1.0,52.63333333333333,60.66666666666667,0.3298611111111111
5486,49,5,7,20,5644,26.19369668261282,5.3947983283918095,6.394193191170322,9.953494943606481,158.51053883158477,50156.0,84.33333333333333,0.0,1.8333333333333333,0.7555555555555555,1.0,52.266666666666666,61.233333333333334,0.33055555555555555
5492,49,5,7,30,5644,12.012285512392285,4.301687428362163,7.5660799441146205,9.047681621928794,176.06321243998727,50157.0,84.5,0.0,1.75,0.75,1.0,51.9,61.8,0.33125
5498,49,5,7,40,5644,22.239385616770548,4.566862021515754,9.386552449494074,12.072016516339874,195.67769908589975,50158.0,84.66666666666667,0.0,1.6666666666666667,0.7444444444444445,1.0,51.53333333333333,62.36666666666667,0.33194444444444443
5504,49,5,7,50,5644,19.871875674518552,8.436893942567217,9.784260495286501,10.357317605136274,214.39890477002584,50159.0,84.83333333333333,0.0,1.5833333333333335,0.7388888888888889,1.0,51.166666666666664,62.93333333333334,0.3326388888888889
5510,49,5,8,0,5644,27.185324080749048,14.924040532840035,15.858937518901095,13.863561520610393,232.56595661559558,50160.0,85.0,0.0,1.5,0.7333333333333334,1.0,50.8,63.5,0.3333333333333333
5516,49,5,8,10,5644,31.97937407218725,19.839955712627315,14.951228889849489,19.119876816851853,282.4255056002406,50161.0,85.16666666666667,0.0,1.6666666666666667,0.6944444444444445,1.0,52.166666666666664,65.91666666666667,0.33402777777777776
5522,49,5,8,20,5644,28.332985096564318,8.93938606037991,15.951454397877333,30.09880806262733,324.8289197800932,50162.0,85.33333333333333,0.0,1.8333333333333333,0.6555555555555556,1.0,53.53333333333333,68.33333333333333,0.3347222222222222
5528,49,5,8,30,5644,32.07024376193481,14.626646797580461,13.776629001500554,13.879634607091393,275.9256509380802,50163.0,85.5,0.0,2.0,0.6166666666666667,1.0,54.9,70.75,0.33541666666666664
5534,49,5,8,40,5644,31.103222054658108,9.42896600131142,19.479001829392452,15.990475870369105,278.708601998387,50164.0,85.66666666666667,0.0,2.1666666666666665,0.5777777777777778,1.0,56.266666666666666,73.16666666666667,0.3361111111111111
5540,49,5,8,50,5644,25.70636828173253,6.38617991834401,12.838615214305994,23.05977719786193,247.23956286886124,50165.0,85.83333333333333,0.0,2.333333333333333,0.538888888888889,1.0,57.63333333333333,75.58333333333333,0.3368055555555555
5546,49,5,9,0,5644,26.028856187537123,4.292165552501711,10.647084019002268,21.32170705105445,318.50486377858414,50166.0,86.0,0.0,2.5,0.5,1.0,59.0,78.0,0.33749999999999997
5552,49,5,9,10,5644,25.074926053246788,5.3934575713070245,20.581181314494483,31.56341781427587,212.15782754904063,50167.0,86.0,0.0,3.05,0.48333333333333334,1.0166666666666666,58.7,78.36666666666667,0.33819444444444446
5558,49,5,9,20,5644,15.171564676550805,9.412650762412852,11.344263000301796,24.055545919746887,209.35348036710894,50168.0,86.0,0.0,3.5999999999999996,0.4666666666666667,1.0333333333333334,58.4,78.73333333333333,0.3388888888888889
5564,49,5,9,30,5644,23.732806065263127,14.296500056678575,24.02084698326097,20.175882391822327,241.1049108485164,50169.0,86.0,0.0,4.15,0.45000000000000007,1.05,58.1,79.1,0.33958333333333335
5570,49,5,9,40,5644,9.82029538018084,6.104653208497697,16.781754250625593,16.936652186304475,270.80900183134804,50170.0,86.0,0.0,4.699999999999999,0.4333333333333334,1.0666666666666667,57.800000000000004,79.46666666666667,0.3402777777777778
5576,49,5,9,50,5644,19.104813309347573,11.77583370178056,12.271504798000288,20.877328111466507,233.28881230046719,50171.0,86.0,0.0,5.25,0.41666666666666674,1.0833333333333335,57.5,79.83333333333334,0.34097222222222223
5582,49,5,10,0,5644,27.560139639876297,11.612167954739359,21.008583455385583,19.64800715409568,270.5406822327764,50172.0,86.0,0.0,5.8,0.4000000000000001,1.1,57.2,80.2,0.3416666666666667
5588,49,5,10,10,5644,23.05726967866405,12.670618115217572,18.701852091965087,16.0049411976604,254.56581135182452,50173.0,84.5,0.0,6.266666666666667,0.438888888888889,1.0833333333333335,55.7,77.51666666666667,0.3423611111111111
5594,49,5,10,20,5644,39.803573871285096,8.046164745617508,24.51029228604441,25.501613733286906,230.02123390997195,50174.0,83.0,0.0,6.733333333333333,0.47777777777777786,1.0666666666666667,54.2,74.83333333333333,0.34305555555555556
5600,49,5,10,30,5644,22.2750527244071,8.8101012442652,27.724497164782623,28.141478019787,242.26844612114442,50175.0,81.5,0.0,7.199999999999999,0.5166666666666667,1.05,52.7,72.15,0.34375
5606,49,5,10,40,5644,38.16019966416997,13.641413426204267,29.05076536021229,23.61026207235655,284.75897915320695,50176.0,80.0,0.0,7.666666666666666,0.5555555555555556,1.0333333333333334,51.2,69.46666666666667,0.34444444444444444
5612,49,5,10,50,5644,24.605667878952666,13.08325404096937,23.969319244315955,28.601299859604612,264.8760940474368,50177.0,78.5,0.0,8.133333333333333,0.5944444444444446,1.0166666666666666,49.7,66.78333333333333,0.3451388888888889
5618,49,5,11,0,5644,22.384346122913474,12.92847820882999,26.26950299087988,30.88110028587992,252.53297714764136,50178.0,77.0,0.0,8.6,0.6333333333333334,1.0,48.2,64.1,0.3458333333333333
5624,49,5,11,10,5644,29.07845382357863,7.082814538248702,19.58658056428063,20.203843990950663,243.72858825374112,50179.0,74.83333333333333,0.0,8.783333333333333,0.6777777777777778,1.0,45.833333333333336,60.43333333333333,0.34652777777777777
5630,49,5,11,20,5644,29.63706649612334,6.933564349188491,24.99227309813745,18.534053036322955,257.0650553966266,50180.0,72.66666666666667,0.0,8.966666666666667,0.7222222222222223,1.0,43.46666666666667,56.766666666666666,0.3472222222222222
5636,49,5,11,30,5644,18.236898656559852,7.459750819271015,13.304531802011605,22.264420068683553,253.3151326748943,50181.0,70.5,0.0,9.149999999999999,0.7666666666666667,1.0,41.1,53.099999999999994,0.34791666666666665
5642,49,5,11,40,5644,26.28539692839509,6.599849818696028,24.24857094948276,23.42771653300453,229.91712880604425,50182.0,68.33333333333333,0.0,9.333333333333332,0.8111111111111111,1.0,38.733333333333334,49.43333333333333,0.3486111111111111
5648,49,5,11,50,5644,32.063423251421064,8.546129261752801,23.653371284354638,24.468901496343197,329.89133187317765,50183.0,66.16666666666667,0.0,9.516666666666666,0.8555555555555556,1.0,36.36666666666667,45.766666666666666,0.34930555555555554
5654,49,5,12,0,5644,34.66379298822504,6.033990150519871,21.85250943055349,15.988291781143012,434.46818423962134,50184.0,64.0,0.0,9.7,0.9,1.0,34.0,42.1,0.35
5660,49,5,12,10,5644,20.31727117629875,8.6647047894597,15.492151052461164,17.508730733054012,224.0281706277792,50185.0,63.0,0.0,9.633333333333333,0.9888888888888889,0.9833333333333334,34.38333333333333,42.483333333333334,0.3506944444444444
5666,49,5,12,20,5644,16.168895048682856,7.258487753431715,22.13907760101518,20.065735336979124,222.41546351701047,50186.0,62.0,0.0,9.566666666666666,1.0777777777777777,0.9666666666666667,34.766666666666666,42.86666666666667,0.35138888888888886
5672,49,5,12,30,5644,14.872508474614973,5.7694915618761184,15.22543709167384,11.90279704730993,239.15101169403027,50187.0,61.0,0.0,9.5,1.1666666666666667,0.95,35.15,43.25,0.3520833333333333
5678,49,5,12,40,5644,16.289559321147394,5.865664336179233,10.022216758017569,18.06254919439455,213.24440248079318,50188.0,60.0,0.0,9.433333333333334,1.2555555555555555,0.9333333333333333,35.53333333333333,43.63333333333333,0.35277777777777775
5684,49,5,12,50,5644,21.881914208940426,8.546072768237996,19.114442194768685,10.245505525449751,181.46071454976624,50189.0,59.0,0.0,9.366666666666667,1.3444444444444446,0.9166666666666667,35.916666666666664,44.016666666666666,0.3534722222222222
5690,49,5,13,0,5644,21.5557147268646,5.708614724093169,10.257261791566467,14.083290494659641,228.14488524092198,50190.0,58.0,0.0,9.3,1.4333333333333333,0.9,36.3,44.4,0.35416666666666663
5696,49,5,13,10,5644,35.34427497356595,15.475265588216162,13.23988270749524,17.187258451138412,197.18098068820427,50191.0,58.333333333333336,0.0,9.383333333333335,1.4055555555555554,0.9166666666666667,37.46666666666666,45.81666666666666,0.35486111111111107
5702,49,5,13,20,5644,17.006608750117813,9.162779688274018,14.409567236337384,20.627183190767212,198.1129107965901,50192.0,58.666666666666664,0.0,9.466666666666667,1.3777777777777778,0.9333333333333333,38.63333333333333,47.233333333333334,0.35555555555555557
5708,49,5,13,30,5644,21.09426548919872,6.4378474760075255,8.347982932517672,13.469797660397127,199.93953218607848,50193.0,59.0,0.0,9.55,1.35,0.95,39.8,48.65,0.35625
5714,49,5,13,40,5644,12.02817902311351,6.491664046384535,16.32155961143116,18.348353739613174,346.3958230937397,50194.0,59.333333333333336,0.0,9.633333333333335,1.3222222222222222,0.9666666666666667,40.96666666666666,50.06666666666666,0.35694444444444445
5720,49,5,13,50,5644,19.34090155500529,9.146756693784496,27.423296519318924,17.675322997724365,215.34476375818846,50195.0,59.666666666666664,0.0,9.716666666666667,1.2944444444444443,0.9833333333333334,42.13333333333333,51.483333333333334,0.3576388888888889
5726,49,5,14,0,5644,12.618877308279206,5.545322601539068,21.40642068012563,20.535286416712637,189.24363081680505,50196.0,60.0,0.0,9.8,1.2666666666666666,1.0,43.3,52.9,0.35833333333333334
5732,49,5,14,10,5644,15.01156350733357,4.265371173523596,17.232317116638427,19.619256718267568,180.61054881491174,50197.0,59.833333333333336,0.0,10.016666666666667,1.1833333333333333,1.0,44.58333333333333,54.86666666666667,0.3590277777777778
5738,49,5,14,20,5644,14.092547025019439,14.244625448330774,12.890412553604937,21.520945859710466,197.91944360848092,50198.0,59.666666666666664,0.0,10.233333333333334,1.0999999999999999,1.0,45.86666666666667,56.833333333333336,0.3597222222222222
5744,49,5,14,30,5644,19.27024789091381,13.787949269012715,21.00769267778969,19.537721397130845,205.94890454261073,50199.0,59.5,0.0,10.45,1.0166666666666666,1.0,47.15,58.8,0.36041666666666666
5750,49,5,14,40,5644,20.57670715371044,9.206472657008725,19.20003903887502,17.84849545329802,227.1778805221477,50200.0,59.333333333333336,0.0,10.666666666666666,0.9333333333333333,1.0,48.43333333333333,60.766666666666666,0.3611111111111111
5756,49,5,14,50,5644,25.206999848974352,6.187581462451134,15.427559434908126,18.566532804029702,227.6158927240085,50201.0,59.166666666666664,0.0,10.883333333333333,0.85,1.0,49.71666666666667,62.733333333333334,0.36180555555555555
5762,49,5,15,0,5644,24.480899322583646,8.932475407736982,14.887874611239786,21.839357978056487,210.34932500930557,50202.0,59.0,0.0,11.1,0.7666666666666666,1.0,51.0,64.7,0.3625
5768,49,5,15,10,5644,22.488939667167166,8.661619300085714,10.957935310875962,17.55739918050442,201.9108124095163,50203.0,58.833333333333336,0.0,11.05,0.7333333333333333,1.0,49.733333333333334,62.800000000000004,0.36319444444444443
5774,49,5,15,20,5644,15.529894829455287,7.357779742138032,12.662949005013528,13.904837386766415,210.31587457344185,50204.0,58.666666666666664,0.0,11.0,0.7,1.0,48.46666666666667,60.9,0.3638888888888889
5780,49,5,15,30,5644,22.506487296133393,6.040203857264557,19.041426010578803,20.13362954625612,224.4699880245904,50205.0,58.5,0.0,10.95,0.6666666666666667,1.0,47.2,59.0,0.3645833333333333
5786,49,5,15,40,5644,10.059966584086895,7.9661820438969295,14.082088400479169,18.670964344646872,206.69314509976613,50206.0,58.333333333333336,0.0,10.9,0.6333333333333334,1.0,45.93333333333333,57.1,0.36527777777777776
5792,49,5,15,50,5644,25.071913132294107,5.453234442696596,16.759025574629053,23.167660224959818,218.43509782822414,50207.0,58.166666666666664,0.0,10.850000000000001,0.6000000000000001,1.0,44.666666666666664,55.199999999999996,0.3659722222222222
5798,49,5,16,0,5644,16.675683340153494,7.965909723336606,18.612188083538808,17.624822078790945,268.37905924090967,50208.0,58.0,0.0,10.8,0.5666666666666668,1.0,43.4,53.3,0.36666666666666664
5804,49,5,16,10,5644,14.393443626451845,8.91981554149702,23.008330668782097,14.950562091477575,273.37087932163564,50209.0,59.0,0.0,10.333333333333334,0.5277777777777779,1.0333333333333332,46.83333333333333,58.449999999999996,0.3673611111111111
5810,49,5,16,20,5644,14.211290683761975,6.9822351735351305,18.68825750108429,16.741550048219747,241.62728899043597,50210.0,60.0,0.0,9.866666666666667,0.48888888888888893,1.0666666666666667,50.266666666666666,63.6,0.3680555555555556
5816,49,5,16,30,5644,22.172807558400407,11.676462417336461,23.691274705790143,22.21431085937308,262.2993737597891,50211.0,61.0,0.0,9.4,0.45000000000000007,1.1,53.7,68.75,0.36875
5822,49,5,16,40,5644,32.24962559699875,6.723411396533401,20.528914967857443,18.47594073791664,208.99859000133046,50212.0,62.0,0.0,8.933333333333334,0.4111111111111111,1.1333333333333333,57.13333333333333,73.9,0.36944444444444446
5828,49,5,16,50,5644,26.833757000975318,9.640237294591095,21.940131467440967,28.791270010349663,221.3284028471037,50213.0,63.0,0.0,8.466666666666667,0.37222222222222223,1.1666666666666665,60.56666666666666,79.05000000000001,0.3701388888888889
5834,49,5,17,0,5644,20.441620956205522,7.354810330809183,18.71769601982631,15.0877579224911,255.56065640108804,50214.0,64.0,0.0,8.0,0.3333333333333333,1.2,64.0,84.2,0.37083333333333335
5840,49,5,17,10,5644,17.80097431302152,10.734417899682256,21.890142441853854,13.82951969356786,244.1933071906305,50215.0,64.83333333333333,0.0,7.95,0.48333333333333334,1.1833333333333333,64.26666666666667,84.5,0.3715277777777778
5846,49,5,17,20,5644,21.657461137208365,9.26329748557367,23.719384143282905,20.141918945673112,234.4078628156479,50216.0,65.66666666666667,0.0,7.9,0.6333333333333333,1.1666666666666667,64.53333333333333,84.8,0.37222222222222223
5852,49,5,17,30,5644,26.727772629087845,5.055311561628586,18.97389195892804,14.244325987953466,218.48004907989394,50217.0,66.5,0.0,7.85,0.7833333333333334,1.15,64.8,85.1,0.3729166666666667
5858,49,5,17,40,5644,16.083302802369868,5.330785147271516,23.090030598923697,22.347787312017857,236.25132974463054,50218.0,67.33333333333333,0.0,7.8,0.9333333333333333,1.1333333333333333,65.06666666666666,85.4,0.3736111111111111
5864,49,5,17,50,5644,24.966311753687826,6.540599993766343,18.892266307057707,19.10050508438221,213.06104560133232,50219.0,68.16666666666667,0.0,7.75,1.0833333333333335,1.1166666666666667,65.33333333333333,85.7,0.37430555555555556
5870,49,5,18,0,5644,22.814305072826535,7.670999705140049,19.857573301145717,22.314317913790976,338.7351372580235,50220.0,69.0,0.0,7.7,1.2333333333333334,1.1,65.6,86.0,0.375
